ukrainian,definition
засліпило,blinded; adj.
аррі,a nuisance; colloq. n.
десятком,ten; num.
простішим,easier; adj.
стіва,sturdy; n.
упізнаю,I recognize; v.
зауваженнями,notes; n.
вуд,hook; n.
товарами,goods; n.
стражників,guards; n.
впливовим,influential; adj.
очниць,aka: pupils; n.
розумівся,he realized; v.
попросимо,let us ask; v.
натякав,hinted; v.
добилися,achieved; v.
синочок,son; n.
відсотки,interest; n.
справжнісіньким,really-looking; adj.
обступали,surrounded; v. or adj.
ідеологічного,ideological; adj.
засобами,means; n.
виринули,emerged; v.
диктував,dictated; v.
кличем,call; n.
обріїв,shores; n.
норберт,norbert; prop. name
заливає,floods; v.
поширилася,spread; v.
непотрібними,unnecessary; adj.
ухильно,closely; adv.
згоджувався,agreed; v.
непривітним,unfriendly; adj.
океанському,oceanic; adj.
виведу,I will lead out; v.
вивергав,he/she/it emitted; v.
вислухаю,I will listen carefully; v.
хвилястий,wavy; adj.
варіанті,variant; adj.; n.
небраска,nebrazka; n.
свинями,with pigs; phrase
покупки,purchases; n.
радять,advise; v.
вдаряючись,colliding; pres. part.; v.
заведе,will lead; v.
гами,gami; n.
дбаючи,taking care; v.
розбирали,they were sorting out; v.
послабив,loosened; v.
бобра,beaver; n.
падаючих,falling; adj.
загородила,blocked off; v.
повторюють,repeat; v.
вилетимо,we will fly out; v.
знизився,dropped; v.
краплин,droplet; n.
загубленого,of the lost; adj.
доброзичливий,friendly; adj.
хизувалися,boasted; v.
поралася,toiled; v.
фей,fey; n.
стійку,stand; n.
ризикований,risky; adj.
материнську,maternal (adj.)
різнокольорових,multicolored; variegated (adj.)
лінкольном,linoleum (n.)
вказівку,instruction; directive (n.)
сумуйте,mourn; grieve (v.)
влаштувалися,settled in; established (v.; adj.)
вусів,mustache; whiskers (n.)
свічі,candles; tapers (n.)
помремо,we will die; let us die (v.)
уявленнями,ideas; notions (n.)
променистий,radiant; shining (adj.)
оригінальна,original (adj.); original (n.)
заворушилася,stirred; agitated (v.)
освітніх,educational (adj.)
позавтра,the day after tomorrow; day after tomorrow (n.)
встигнете,"vstihnete; v. to have time, manage (to do) / to be in time"
малесеньких,"malesenkykh; adj. tiny, very small"
кінчиках,kinchyakh; n. tips; ends; tips of (something)
використовувалися,"vikorystovuvaly­sia; v. were used, were employed"
бон,"bon; n. good, benefit; bonus"
вихідна,vykhidna; adj. exit; departing; terminal
вистежили,"vystezhili; v. tracked, traced, followed"
непоправне,nepopravne; adj. irreparable; irrevocable
забудьмо,zbudʹmo; exp. let’s forget; forget it
здійснили,"zdiysnyly; v. carried out, accomplished; performed"
закріпив,"zakripiv; v. fixed, secured; attached"
журналістів,zhurnalistiv; n. journalists
винюшив,"vinyushyv; v. fixed, hardened? (unclear); unclear"
вловлювало,was catching; was detecting (v.)
справедливі,adj. fair; just; righteous; equitable; unbiased
худорлявого,adj. slender; lanky; thin
заміток,n. note; memorandum; annotation
багачі,n. rich people; wealthy; plutocrats
прибуттям,n. arrival; coming; appearance
ахтерштевень,n. sternpost; rudderpost
уздріти,v. notice; perceive; detect
зайдіть,v. enter; come in; go in
болючий,adj. painful; sore; aching
підлоту,n. underbelly; lower part; underside
човгаючи,n. dragging; lingering; wandering
повідку,n. leash; tether; rein
прибиральник,n. cleaner; janitor; custodian
залишена,adj. left behind; abandoned
обмінюючись,v. exchanging; communicating; trading
бігло,adv. quickly; rapidly; fast
приємними,adj. pleasant; agreeable; agreeable to the senses
незграбною,adj. awkward; ungainly
прориваючись,v. breaking through; forcing entry; surging
смертоносних,adj. deadly; lethal; mortal
потужному,adj. powerful; strong; mighty
помилялися,v. erred; made a mistake; mistaken
ризниці,n. riznytsia; dispatch? (unclear)
скорочено,adv. briefly; concisely; shortly
забаву,n. amusement; recreation; fun
посміє,v. will dare; may smile
джунглях,n. jungle; forest; wilderness
інструментом,n. tool; instrument; implement
наміченої,adj. of the targeted; planned; aimed
прошелестіла,n. rustling; swishing; rustle
пробивався,v. penetrated; broke through; pierced
російськими,adj. Russian; pertaining to Russia; tsarist? (contextual)
дубець,n. dowel; peg; short post
відмовляли,v. refused; denied; rejected
зачекаймо,v. wait a moment; hold on; let us wait
старовинними,adj. antique; old-fashioned; archaic
віддаленими,adj. distant; remote; far
блискавку,n. lightning; flash; bolt
місцину,n. place; spot; location
юридичного,adj. legal; juridical; pertaining to law
дев'ятнадцята,num. nineteen; 19th
комарів,n. mosquitoes; midges; gnats
набувають,v. acquire; obtain; gain
надягнути,v. put on; wear; dress
незначний,adj. insignificant; minor; trivial
допомагаємо,v. help; assist; aid
скоїтися,v. mix; come together; converge
сірники,n. matches; strike-anywhere matches
численна,adj. numerous; many; countless
здоровенною,adj. healthy; wholesome; healthful
змаганні,competition (n.) contest; rivalry
проникаючи,penetrating (adj.) piercing; entering
клявся,swore (v.) to utter a profane oath; to vow
гідної,worthy (adj.) meriting; fitting
божевіллі,madness (n.) insanity; folly
вхідний,incoming (adj.) arriving; approaching
фабриці,factory (n.) building for manufacturing
вибиратися,escape (v.) to break free; to get out
безмежному,infinite (adj.) boundless; limitless
переконало,convinced (adj.) persuaded; sure
беремося,undertake (v.) to commit oneself to; to take on
ширшим,wider (adj.) broader; more spacious
інею,ineu (n.) lexical placeholder
батькової,paternal (adj.) of a father; fatherly
ідеш,go (v.) to move; to proceed
доїжджаючи,arriving (v.) en route; approaching
гімни,hymns (n.) sacred songs
нанесла,applied (v.) put on; laid onto
виступом,performance (n.) a public presentation
врятованого,saved (adj.) protected; rescued
поміняли,swapped (v.) exchanged; replaced
дихайте,breathe (v.) to inhale and exhale
перетворює,transforms (v.) changes in form; converts
франц,franc (n.) currency; possibly French
зросте,grow (v.) to increase; to develop
ширші,wider (adj.) more expansive
щосекунди,every second (adv.) each passing second
погрозу,threat (n.) menace; danger
зношених,worn-out (adj.) dilapidated; depleted
підземному,underground (adj.) subterranean
пронизують,permeate (v.) to pass through; to penetrate
несамовиту,uncontrollable (adj.) wild; frenzied
позбавивши,deprived (pp.) having been stripped of
слов'янське,Slavic (adj.) of the Slavs; Slavic-speaking
піднесений,elevated (adj.) raised; exalted
часового,temporal (adj.) relating to time
замкнула,closed (v.) shut; locked
небезпечному,dangerous (adj.) risky; perilous
встоїть,withstand (v.) to resist; to endure
життєвої,vital (adj.) essential; life-sustaining
нагромаджена,accumulated (adj.) heaped up; amassed
прибулі,arrivals (n.) those who have come; newcomers
викреслили,crossed out (v.) deleted; eliminated
смертоносний,deadly (adj.) lethal; mortal
рекомендував,recommended (v.) advised as suitable
повечеряємо,shall we dine? (phrase) let's have dinner
вимірюючи,measuring (v.) assessing; gauging
ранг,rank (n.) level; position
платон,Plato (n.) ancient philosopher
танцювальний,dancing (adj.) related to dance; performing
суденце,small boat; skiff (n.)
елегантного,elegant adj.
наштовхнулися,they/you all encountered v.
малючок,small child n.
парадному,parade adj.
шахрайством,fraud n.
переїжджати,to move (house) v.
миршавий,slim adj.
тонкою,thin adj.
ідентифікував,identified v.
остаточною,final adj.
прийнятний,acceptable adj.
урядових,governmental adj.
паразити,parasites n.
офіціантів,waitstaff n.
цілься,aim; target v.
досвідченого,experienced; adj.
виводять,they are drawn out; v.
лаври,laurels; n.
альбатросів,albatrosses; n.
вилився,spilled out; v.
вибухаючи,exploding; v.
вологі,wet; adj.
спиться,sleeps poorly; v. + adv.
чуми,plague; n.
розвівається,is fluttering; v.
осяяне,shining; adj.
відіграє,plays a role; v.
гущу,the thick; n.
німецьки,German; adj.
пом'якшала,softened; v.
неправильного,adj. incorrect; wrong
ється,v. oneself is; is
рекламу,n. advertisement; advert
автоматів,n. of machines; of automata; automata (_genitive plural)_
зіткнулася,v. collided; encountered; ran into
зчепився,v. got stuck; wedged; clung
туманній,adj. foggy; misty; hazy
звичну,adj. customary; habitual; usual
тюремні,adj. prison; penitentiary; jail (plural noun usage)
мудре,adj. wise; prudent; sagacious
викрикуючи,v. I cry out; I exclaim; shouting
мерехтливі,adj. flickering; shimmering; twinkling
духову,adj. wind instrument; brass; horn
помості,n. facilities; premises
прийнятна,adj. acceptable; reasonable; tolerable
заявляли,stated; declared; v.
простягнута,outstretched; elongated; adj.
переробляти,to redo; to reprocess; v.
вітра,wind; air; n.
нещасливої,unhappy; unfortunate; adj.
невпинним,unrelenting; relentless; adj.
рискуючи,risking; jeopardizing; v.
хвиляста,wavy; undulated; adj.
вагаєтесь,you hesitate; you hesitate
наближає,approaches; draws near; v.
вбоге,in God; godward; n. prep.
ґрат,grate; lattice; n.
вірною,loyal; faithful; adj.
переважає,predominates; prevails; v.
поступалося,yielded; gave way; v.
просторої,expanse; spaciousness (n.)
кавалерії,cavalry (n.)
намаганням,by trying; attemptingly (adv.)
гостролиста,sharp-leaved (adj.)
покусував,tucked; tempted; prodded (v.)
водянистими,watery; dilute (adj.); watery-looking (adj.)
видавалася,was issued; appeared (v.)
пошлемо,we will send (v. phrase); we send (v.)
пролили,they spilled; shed (v.)
гордий,proud; haughty (adj.)
куховарити,to cook; to prepare food (v.)
нари,nary; hollows (n. pl.)
рідкістю,in liquid; by liquidity (n.); fluidity (n.)
примарне,illusory; spectral (adj.)
пацієнта,patient (n.; adj.)
розділив,divide; v.
б'юся,I hit myself; v.
зупинено,stopped; adj.
вдаримо,let's hit; v.
клеїти,to glue; v.
заскочили,broke in; v.
цугом,in a row; adv.
вольового,of the force; adj.
риску,risk; n.
арсеналу,arsenal; n.
пірнули,dove; v.
перегородки,partitions; n.
здійснений,performed; adj.
планувала,planned; v.
спекотне,hot; adj.
заможних,prosperous; adj.
заховали,were buried; v.
розстелили,stretched out; laid out; v.
іскринок,chest; trunk; noun (small chest)
лівих,left-wing; adj.
прегарних,extremely impressive; splendid; adj.
спускались,descended; lowered; v.
банківського,of banking; adj.
обернулись,turned; faced; v.
вигідні,profitable; advantageous; adj.
збудеться,will happen; v.
порушується,is violated; v.
оздоби,ornament; decoration; n.
річковій,riverine; adj.
дворів,courtyard; yard; n.
забудеш,you will forget; 2nd person future
підступними,subtle; treacherous; cunning
барвисте,colorful; vivid; vibrant
в'їзді,at the entrance; on the entry; at the driveway
балачка,a chat; a small talk; gossip
закидали,they threw; they hurled; they cast
молотки,hammers; small hammers
свинцем,lead (as in the metal)
зазубрені,serrated; with teeth; notched
артерії,arteries; main vessels
спостережливий,observant; watchful; perceptive
курить,smokes; lights up (cigarette)
пересунув,shifted forward; moved aside
користуюсь,I use; I avail myself of; I employ
паралізував,paralyzed; disabled
підошві,underfoot; on the sole of the foot n.
вищій,in the higher (position); superior adj.
непотрібний,unnecessary; unwanted adj.
розірваним,torn apart; ripped adj.
добували,they obtained; obtained v.
півміста,half of a city; semi-city n.
чотиринога,four-footed; quadrapedal adj.
протікав,passed through; flowed through v.
витрачаючи,spending; consuming v.
покладає,lays; places v.
оазису,oasis; oasis noun n.
піддашші,"roofed, covered adj. (archaic: subroof?)"
приклався,"rejoiced, inclined; bowed v."
глитнув,drank up; gulped v.
згустилися,thickened; grew dense v.
включився,involved; became active; engaged (v.)
занурилося,submerged; sank; immersed (v.)
наповнить,to fill; to replenish; to load (v.)
кричуще,shouting; loud; screaming (adj.; n.)
громадянська,civilian; civil (adj.); civic (adj.)
неспокійна,restless; uneasy; troubled (adj.)
ротів,of mouths; jaw’s (gen.)
рамки,frames; borders; limits (n.)
елегантним,elegant; graceful; refined (adj.)
приписувалося,was attributed; attributed to; ascribed (v./adj.)
глузливі,ridiculous; silly; laughable (adj.)
різню,various; mixed; diverse (adj.)
установи,institutions; establishments; organizations (n.)
витрачає,spends; consumes; wastes (v.)
шовковою,silky
присвячену,devoted
ве,ve
намови,namovs
тілесні,bodily
всихають,drying
добродій,philanthropist
недуги,illnesses
жовтогарячою,ochre-orange
прислужував,served
порохового,powdery
складаєте,are you composing
фунта,pound
виключаючи,excluding
заіграшки,toys
безпам'ятстві,amnesia
підприємства,enterprises
звернене,turned
вісімнадцятий,eighteenth
повторювались,recurred
білизні,linens
йоту,hairpin
філіп,Phil
дослідницького,research-related
обігу,circulation
постійної,constant
відмовляє,refuses
затиснутих,pressed
буйних,lush
пожирали,devoured
попутно,alongside
вскочили,jumped
агресивний,aggressive
особливістю,peculiarity
тремтливі,trembling
затиснувши,having pressed
викладацького,educational
підводився,rose
прогулявся,strolled
обнялися,embraced
ясності,clarity
домовлялися,agreed
імпульси,impulses
накладу,burden
ліпшу,better
сповнило,fulfilled
тліну,ash
тропічної,tropical
зникну,disappear
ініціативу,initiative
посміявся,smiled; laughed (v.)
барах,barah; worthless goods (slang) [n.]
копають,dig; they dig (present) [v.]
віковічні,age-old; eternal [adj.]
безпечному,safe; secure [adj.]
прекрасними,beautiful; wonderful [adj.]
сповнювали,fulfilled; completed [v./adj.]
футлярі,case; case cover; sheath (plural: cases) [n.]
напружимось,let's tense; we will strain [v.]
прикріплено,attached; fixed [participle]
згиналися,bent; curved; folded [v./adj.]
албанію,Albania [prop.]
імовірності,probabilities; likelihoods [n.]
вгамувалися,they calmed down; restrained themselves [v. refl.]
сутичок,clashes; skirmishes [n.]
покуштувати,to taste; to sample (try) [v.]
заробляв,earned (v.)
сивіюче,graying; grizzled (adj.)
метушились,were bustling; were fussing (v.)
засмучено,upset; distressed (adv./adj.)
повісимо,we will hang; we'll hang (v.)
торгівці,traders; merchants (n.)
італійський,Italian (adj.)
ошалілі,dazed; stunned (adj.)
тріпотливими,tremulous; fluttering (adj.)
хрещений,baptized; godparented (adj.)
умовний,conditional; tentative (adj.)
пурпурового,purple (adj.)
лінзу,lens (n.)
злодіяння,misdeed; wrongdoing (n.)
б'юсь,I fight; I struggle (v.)
всемогутнього,omnipotent; adj.
рятували,rescued; v.
висвітлював,illuminated; v.; lit up
лошат,foals; n.
купимо,we will buy; v. (we'll buy)
найтонші,finest; adj.
вирішимо,we will decide; v.
сармієнто,Sarmiemento; n.
русява,brunette; adj.
реактивні,reactive; adj.
щезали,vanished; v.
рухлива,mobile; adj.
потрясала,shook; v.
церквою,church; n.
разючою,astonishing; adj.
поскидали,to drop away; to throw off; to discard; to shed; to remove; (contextual) to ditch;
вдаватись,to pretend; to pose as; to feign
неабияка,considerable; large; notable; significant
водячи,leading; guiding; principal; top; (as noun) leaders;
мерзенних,miserable; wretched; vile; despicable; dreadful
різну,various; diverse; assorted; different
забарвлена,dyed; tinted; colored; painted; pigmented
благословенним,blessed; blessedly; fortunate; holy; blessed (archaic)
радянському,Soviet; Soviet-era; Soviet-influenced
розділилися,divided; split; separated; factionalized
розробки,developments; designs; projects; creations
вродливим,good-looking; handsome; pretty; attractive
прадіда,great-grandfather; great-granddad
ознаменувалося,marked; commemorated; noted; celebrated
срібної,silver; silvery; argent
талану,luck; fortune (n.)
збігаю,run off; flee (v.)
григорій,Hryhorii (proper n.)
здіймати,raise; lift (v.)
горба,hump; bump; hillock (n.)
домовину,coffin; bier (n.)
наводячи,bringing; while bringing (pres. part.)
дан,given; provided; data (adj.; n.)
блискавками,with lightning; by lightning (adv.)
шугало,scarecrow; decoy (n.)
принци,princes (n.)
походжали,set off v.; depart v.
хімічну,chemical adj.
стріляє,shoots v.; is shooting v.
розбірливо,legibly adv.; clearly adv.
розвивалися,grow; develop; progressions (imperfect)
свинцеве,lead-white; lead-based (adj.)
данину,tribute; to pay tribute; levy (noun)
затріпотів,titched?; trembled?; flinched?
випнулися,popped out; thrust out; sprang out
невловима,elusive; hard to capture
вуличка,alley; lane; street (n.)
ненажерливі,gluttonous; greedy; voracious
впорались,copied?; dealt with?
виставлялися,were exhibited; were displayed
м'ячі,balls; spheres (n. pl.)
зорельоти,zeppelin?; not clear term
хреститель,baptist; baptizer; christening figure
ілюзією,as a illusion; by illusion
розповівши,after telling; having told
легендарної,legendary (adj.)
височенні,tall; lofty; imposing (adj.)
замахи,"assaults; attempts (n., plural)"
неприступна,unapproachable; inaccessible (adj.)
бортів,"hulls; shells; sides; decks (n., plural)"
зміні,tan; tanney?; changes? (n.)
визначав,defined; determined (v./past; but better: determined)
розійшовся,split; dispersed; scattered (v./past)
опинюся,I will find myself; I might end up? (phrase)
гарячковим,feverish (adj.); fevered
малювала,draw (v.)
заклякла,stiffened (v.)
витягав,draw out (v.)
випадав,fall out (v.)
присвятили,dedicate (v.)
кульками,balls (n.)
покручений,twisted (adj.)
добратись,reach (v.)
розповідається,told (v.)
походила,resemble (v.)
тлін,decay (n.)
відповіси,answer (v.)
проходимо,pass through (v.)
стилем,style (n.)
провідниками,conductors (n.)
зголоднілі,starving (adj.)
бажань,desires (n.)
руслом,by hand (adv.)
малесенька,is told (v. passive)
вдаривши,resembled (v.)
біжіть,mossy? (n.)
відомій,outbreak? (n.)
красуню,gravity (n.)
кучеру,rib? (n.)
поліцейським,G. Hobson? (proper noun)
фірму,to the thieves? (phrase)
найдовше,will cope (v.)
полинула,snatched (adv.)
ворогу,to face? (v.)
вступає,in a well-known (adj. phrase)
дженкінс,beauty (n.)
одвічна,heap? (n.)
відблисках,to police? (v.)
гравітацію,firm (n.)
брешу,longest (adj.)
гобсона,drifted away (v.)
потворам,to the enemy (prep+def)
впорається,enters (v.)
похапливо,Jenkins (n.)
заглибитись,eternal (adj.)
початковій,reflections (n.)
камерою,gravity (n.)
хитнувся,groan? (n.)
гвинтових,to Hobson? (name)
деревини,to the thieves (phrase)
двадцятий,will cope (v.)
газетної,grabbed (adv.)
завершила,to delve (v.)
поетично,initial (adj.)+room (n.)?
загадковою,mysterious; enigmatic (adj.)
запорукою,guarantee; pledge; assurance (n.)
випадковості,chance; randomness; coincidence (n.)
двигунами,"engines; motors (n., plural)"
вертикальній,vertical; upright (adj.)
демонстрував,demonstrated; showed (v.)
аналізу,analysis; n.
даль,far; n./adv.
гофрованого,corrugated; adj.
криючись,hiding; v.
кажемо,we will say; phrase
сидіннями,seats; n.
технічно,technically; adv.
оббиті,upholstered; adj.
поєдинку,duel; n.
тануть,will melt; v.
доз,permits; n.
життєдайне,life-giving; adj.
зведеного,of the raised/detailed?; adj.
бенкс,Banks; proper noun; n.
жовтуватим,yellowish; adj.
буре,"burly: adj. brownish, tawny?"
шпурляли,scattered; splashing? (context needed)
дзеркалах,mirrors n.
найдрібніших,smallest adj.; minutest adj.
лискучою,shiny adj.; glossy adj.
десятому,tenth adj.; on the tenth (ord.)
випадковим,random adj.; accidental adj.
дорогоцінне,precious adj.; precious (gem) adj.
визнаєш,recognize; admit (v.)
килимі,carpets (n.)
обирав,chose; was choosing (v.)
запасними,reserve; spare (adj.)
розігнав,dispersed; chased away (v.)
персонажем,character (n.)
непроникними,impenetrable (adj.)
пресом,pressurize? No exact sense; please provide context.
ярмарку,to the fair; at the fair
повеселішали,they became more cheerful; they cheered up; got merrier; v.
фанатизму,fanaticism; zeal; extremism; obstinacy
шльондра,slut; ***** (offensive); promiscuous woman; she-woman
скаженим,sullied; corrupted; twisted; perverted; spoiled; degenerate
спазми,spasms; cramps
неушкодженою,undamaged; intact; unharmed; uninjured
батьківські,parental; paternal; of parents
розріджена,diluted; thinned; weakened; dispersed
скочувалися,receded; retracted; withdrew; rolled back
типом,by type; typographical?; of type
добулись,reached; came to; obtained; achieved
підліску,of underlings; underhanded?; undereyes?
суперники,rivals; opponents; challengers
пагорбами,hillsides; noun plural; slopes of hills
цілюща,healing; adj.
єдинороги,unicorns; noun plural
читачами,readers; noun plural (accusative: readers)
індіанський,Native American; adj.
дрозда,dipper; noun (bird)
патриції,patricians; noun plural
покритою,covered with; prep. phrase; adjective: covered
продовольства,provisions; noun plural
гупали,ouch; this is unclear; original seems garbled; unable to translate confidently;
розкоти,discoveries; noun plural; detections
протягнув,stretched; v. past tense; extended
понесли,carried away; verb past; bore away
побажаннями,wishes; noun plural
блаженне,blissful; adj.
комітеті,in committee; n. in committee settings?
чистих,clean; adj.
дюйма,inch; n.
вбивствах,murders; n. pl.
вивітрювання,weathering; n.
очиці,brows; n.
мішені,targets; n. pl.
розчулено,moved; adv.
з'єднавши,having joined; v.-ing;
абикому,anyone; pron.
звірячим,brutal; adj.
перехрещеними,crossed; adj.
торгівлею,trade; n.
відвідання,calling on; n.
гарбузовій,pumpkin; n.
нікталопія,nostic: No common English word; likely misspelling; cannot translate
помічники,assistants; assistant plural
важливішою,more important; more significant; comparative of important: importanter (not standard)
тринадцята,thirteen; thirteenth
збудують,will build; they will construct
розгорнуту,expanded; detailed; extended
повернете,will return you; you will return
перехилившись,having leaned aside; inclining
енергетичне,energetic; energy-related; energetic
біжимо,we run; we are running
гнучка,flexible; supple; adaptable
залишило,left behind; remained
пікніки,picnics
будою,by day; tomorrow (context needed)
континуум,continuum; span; uninterrupted sequence
обернися,turn around; v.
чудна,wonderful; adj.
наглядала,looked; v.
кругової,circular; adj.
повідомляємо,v. inform; report
кінцівках,n. ends; tips
повторіть,v. repeat
сорочкою,n. shirt; wearing a shirt
спіймають,v. catch; seize
ночівлю,n. overnight stay; overnight
підтримувалася,v. was supported; was maintained
портреті,n. portrait; in a portrait
достатнього,adj. sufficient; adequate
виглядаємо,v. look; appear
перекручена,adj. twisted; distorted
доторкнувшись,v. having touched; touched
ущелинах,n. ravines; gorges
напишуть,v. they will write
виправдає,v. will vindicate; justify
починались,v. began; started
горлав,v. roared; shouted
розчинялися,v. dissolved; melted away
з'єднана,adj. joined; connected
свистіли,v. whistled; hissed
цивілізованими,adj. civilized; cultured
дивувати,v. surprise; astonish
лялькою,n. doll; puppet
штучної,adj. artificial; man-made
належному,adj. proper; due
діксона,n. Dickson
витримавши,v. having endured; endured
плекає,v. cherishes; fosters
бабахнуло,v. exploded; went off
умовляв,v. begged; urged
тоненька,adj. thin; slender
вертикальну,adj. vertical; upright
вдавався,v. succeeded; managed
заглиблюється,v. deepens; delves
забезпечив,v. ensured; provided
виднів,v. appeared; showed; was visible
диваком,n. oddball; strange one
пропонувала,v. proposed; offered
каштанові,adj. chestnut; brown
знамена,n. banners; standards
співається,v. is sung; sings
витирала,v. wiped; cleaned
в'язати,v. tie; knit
символізує,v. symbolizes
взята,taken; seized
мисливському,adj. hunter's; hunting
проводиться,v. conducted; held
охолонь,n. nape; back of neck
розплавленого,adj. molten; melted
гостроверхого,adj. sharp-pointed; needle-like
мокрими,wet; adj.
бадьорого,cheerful; adj.
підступали,pressed on; v./adj.
вантажних,cargo; adj./n.
сантиметрах,in centimeters; prep.
торочить,to rasp; v.
відвезли,took away; v.
світили,shone; v.
ризикне,will take a risk; v.
возах,by wheel
просувалися,were advancing; v.
розшуками,searches; investigations (n.)
добув,n. obtain; to acquire; to extract
романтичні,adj. romantic; amorous
безмірну,adj. immense; boundless; immeasurable
сильну,adj. strong; powerful; intense
закладені,adj. laid down; laid up; embedded; prescribed
отруїли,v. poisoned; contaminated; drugged; ruined by poison
фітц,n. Fitz; Fitzroy (proper noun; may refer to a nickname)
шатрі,n. chessboard squares: - shatry?; but likely 'shatri' unclear
цілунками,n. kisses; with kisses; with a kiss (plural)
мовні,adj. linguistic; language-related
чемні,adj. polite; well-mannered; courteous
намічений,adj. targeted; planned; intended; orchestrated
наводяться,v. are cited; are pointed to; are referenced
посміхається,v. smiles; smirks; grins
першорядний,primary; adj.
чутне,noted; adj.
румунії,Romania; n.
відчайдушної,desperate; adj.
вихопивши,snatched; v. (gerund/participle)
континентом,continent; n.
незадоволено,dissatisfied; adj.
визначенням,definition; n.
уламком,shard; n.
чекову,check (as in cheque); n.
будівники,builders; n.
поворушив,moved; v.
відпускаючи,releasing; v.
убивств,murders; n.
придворних,courtiers; n.
цивільного,civilian: adj. relating to citizens or nonmilitary matters; civilian (n.) a civilian person
приваблювало,attracted: v. attracted; drew interest or attention
слонової,"elephantine: adj. of or relating to elephants; enormous, massive"
заслузі,merits: n. merits; achievements or claims to reward or credit
крижаними,icy: adj. covered with ice; extremely cold
вкритими,covered: adj. covered; coated or shrouded
перетворювало,transformed: v. transform; change in form or appearance
носитиму,will wear: v. wear in the future; will carry on one's person
індіанської,indian: adj. relating to India or Indigenous peoples; Indian (n.) a person from India
схиляюся,I bow: v. bow in acknowledgment or deference; incline or bend
гуде,thrum: v. to hum or buzz; to make a continuous low sound
небажані,unwanted: adj. not desired or invited; undesirable
пульсували,pulsed: v. pulsed; beat rapidly; throb
злобний,malevolent: adj. evil-minded or spiteful; ill-natured
черевичок,boot: n. a small shoe; footwear; or a single shoe
зображеннями,images; n. plural of image
моноліту,monolith; n.
загоїлась,has healed; v.
підводиться,rises; v.
воліють,desire; v. or verb form 'prefer' is not right; choose 'prefer' as sense; v.
ґрунтовно,thoroughly; adv.
горбатим,humped; adj.
накидаючи,throwing; gerund/participle
застала,caught; v.
прадіди,ancestors; n.
знаходилась,was located; v.
зухвалого,bold; adj.
позбавлену,stripped of; adj.
доказами,evidence; n.
застали,caught; v.
серпа,serpa; n.
оборонятися,to defend; v.
підйомом,with a rise; prep.
пристойного,decent; adj.
офіцере,officer; n.
ділилися,divided; v. or adj.
мультфільмів,cartoons; n.
пекарні,bakery; n.
страховище,storage; n.
сфотографував,photographed; v.
дешевої,inexpensive; adj.
верхівку,top; n.
одностайність,consensus; n.
криці,crest; n.
послідовна,consistent; adj.
тендітна,tender adj. delicate; sensitive
сходиться,converge v. come together; meet
найліпше,best adj. best; most suitable
вичерпавши,having exhausted participle
металевої,metallic adj. of metal
вкривало,cover n. lid; veil
водоймах,in ponds pl. noun: water bodies
похилившись,leaning; inclined participle
зломлена,broken adj. spoiled; cracked
відокремилися,separated; detached
чорнильницю,inkstand n. inkpot
ховались,hidden; hid (past)
найглибший,deepest adj. most profound
бродили,roamed; wandered
лускали,peeled; shed
просичала,hissed; crackled
спеціальною,special; specifically
протривала,lasted; endured
очікувально,expectantly; in anticipation
тішило,pleased
обходилася,managed to get by
отетерів,stunned
монблан,Mont_Blanc; apex
рой,swarm
поколінні,generational
музикантів,musicians
навіяв,inspired; prompted
зраджувала,betrayed
перетворень,transformations
здивувалися,were surprised; astonished
болять,hurt; ache
торбинка,small purse; bag
порізався,cut himself
фіолетовим,purple; violet
розчавленим,crushed; pulverized
прикріпили,attached; fixed
мерзенного,frozen
винаймати,to hire; rent
медсестри,nurses
відрізнялося,differed
серцям,hearts
скину,I’ll throw away
бісу,devil; fiend
найнесподіваніших,most unexpected
метушився,hustled
бабусь,grandmothers
загостреним,sharped; sharpened
ріденькі,scarce; sparse
перпендикулярно,perpendicular
посилають,send; dispatch
берліна,Berlin
всебічного,comprehensive; all-embracing
вчепилася,clung
якнайближче,as closely as possible
трудилися,worked hard
палить,burns; scorches
переднє,front; anterior
під'єднав,connected; joined
позбудемося,we will get rid of
рожевість,pinkness
наростали,grew; built up
укладемо,let us arrange
втраченим,lost; deprived
гамселив,beat; thrashed
з'єднується,connects v. joins; unites
схилилась,sank; leaned (feminine) - from לח?; inclined
порядної,of decent; proper (adj.)
учив,studied; learned (v.)
подалося,slid away; slipped (away)
рахувалися,were counted; counted (themselves)
буків,buﬂto?; beg?;
шмарклі,mucus; runny nose (n.)
розплющилися,opened wide; gaped (open)
посудин,vessels; vessels (pl. noun)
розмірковував,pondered; thought deeply (v.)
завагалась,hesitated; wavered (v.)
пожертвував,sacrificed; donated (v.)
звітів,reports; reports (n.)
тримаєте,you hold; you are holding (v. pl.)
непристойні,obscene; indecent (adj.)
полярну,polar; adj.
найбагатших,richest; adj.
створював,created; v.
перерізали,cut across; v.
костюмів,suits; n.
хворе,sick; adj.
розкидав,scattered; v.
прикрих,conservative; adj.
кодекси,codices; n.
підданців,vassals; n.
культурні,cultural; adj.
мальовничих,picturesque; adj.
нахилена,leaning; adj.
відкинули,rejected; v.
приготувань,preparations; n.
гумову,gumovyy n. (adj.?)
підозрюють,suspect v./n.
вимахував,wymakhuvav v.
вглядівся,glimpsed v.
сітей,nets n.
кайфу,high (drug) n.
сердиться,get angry v.
